Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172707,1736959145.11841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172707,1736959145.11841,1,OK,0.8902425,0.1211175,-0.2370091,-0.3696288,30.426,-84.43,-2035.165,0.3781013,3,OK,30.604,-84.906,-2035.081,OK,42.72,13.566,-2023.221,OK,-26.845,-17.424,-2066.139,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172707,1736959145.11841,1,OK,0.9992276,-0.0287079,0.0210981,0.0165836,172.517,-255.296,-2067.428,0.1810162,3,OK,172.618,-255.45,-2067.424,OK,141.307,-345.875,-2060.866,OK,82.804,-258.22,-2063.552,Passive Strays,76172707,1736959145.118,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172710,1736959145.16841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172710,1736959145.16841,1,OK,0.8901622,0.1214753,-0.2371082,-0.3696414,30.429,-84.447,-2035.243,0.3756227,3,OK,30.607,-84.924,-2035.16,OK,42.726,13.551,-2023.227,OK,-26.845,-17.432,-2066.214,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172710,1736959145.16841,1,OK,0.9992222,-0.0285113,0.0216395,0.0165468,172.514,-255.308,-2067.439,0.1828454,3,OK,172.618,-255.464,-2067.435,OK,141.303,-345.886,-2060.876,OK,82.801,-258.222,-2063.466,Passive Strays,76172710,1736959145.168,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172713,1736959145.21841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172713,1736959145.21841,1,OK,0.8901863,0.1211776,-0.2371836,-0.3696326,30.418,-84.436,-2035.162,0.3797009,3,OK,30.601,-84.914,-2035.075,OK,42.721,13.56,-2023.21,OK,-26.849,-17.425,-2066.166,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172713,1736959145.21841,1,OK,0.9992268,-0.0288094,0.02099,0.0165928,172.516,-255.301,-2067.447,0.184301,3,OK,172.622,-255.455,-2067.442,OK,141.305,-345.876,-2060.873,OK,82.799,-258.231,-2063.588,Passive Strays,76172713,1736959145.218,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172716,1736959145.26841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172716,1736959145.26841,1,OK,0.8901379,0.1213622,-0.2372442,-0.3696497,30.417,-84.435,-2035.187,0.3771161,3,OK,30.596,-84.911,-2035.103,OK,42.717,13.56,-2023.201,OK,-26.841,-17.418,-2066.185,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172716,1736959145.26841,1,OK,0.9992251,-0.0286512,0.0212958,0.0165745,172.515,-255.3,-2067.466,0.1870308,3,OK,172.624,-255.457,-2067.461,OK,141.306,-345.875,-2060.9,OK,82.795,-258.223,-2063.553,Passive Strays,76172716,1736959145.268,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172719,1736959145.31841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172719,1736959145.31841,1,OK,0.8901097,0.1214526,-0.2374325,-0.3695671,30.423,-84.436,-2035.161,0.3738221,3,OK,30.605,-84.91,-2035.076,OK,42.719,13.562,-2023.164,OK,-26.843,-17.43,-2066.194,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172719,1736959145.31841,1,OK,0.9992268,-0.0289354,0.0208085,0.0165997,172.521,-255.299,-2067.426,0.1817331,3,OK,172.627,-255.449,-2067.421,OK,141.307,-345.876,-2060.841,OK,82.805,-258.233,-2063.6,Passive Strays,76172719,1736959145.318,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172722,1736959145.36841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172722,1736959145.36841,1,OK,0.8902277,0.1208613,-0.2372614,-0.3695864,30.415,-84.431,-2035.082,0.3752245,3,OK,30.599,-84.897,-2034.994,OK,42.717,13.558,-2023.2,OK,-26.845,-17.434,-2066.12,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172722,1736959145.36841,1,OK,0.999231,-0.0288534,0.0207298,0.0165879,172.517,-255.308,-2067.421,0.1883964,3,OK,172.623,-255.465,-2067.416,OK,141.3,-345.874,-2060.857,OK,82.803,-258.245,-2063.609,Passive Strays,76172722,1736959145.368,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172725,1736959145.41841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172725,1736959145.41841,1,OK,0.890146,0.121433,-0.2372576,-0.3695983,30.423,-84.436,-2035.193,0.3722959,3,OK,30.604,-84.906,-2035.107,OK,42.717,13.555,-2023.193,OK,-26.849,-17.427,-2066.195,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172725,1736959145.41841,1,OK,0.999221,-0.0286949,0.0214415,0.016561,172.514,-255.306,-2067.475,0.1856648,3,OK,172.618,-255.466,-2067.47,OK,141.306,-345.881,-2060.892,OK,82.796,-258.223,-2063.536,Passive Strays,76172725,1736959145.418,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172728,1736959145.46841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172728,1736959145.46841,1,OK,0.8901071,0.12157,-0.237297,-0.3696216,30.434,-84.446,-2035.166,0.3752232,3,OK,30.611,-84.925,-2035.083,OK,42.731,13.556,-2023.138,OK,-26.832,-17.432,-2066.163,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172728,1736959145.46841,1,OK,0.9992112,-0.0290333,0.0214734,0.0165198,172.531,-255.317,-2067.447,0.1874815,3,OK,172.642,-255.47,-2067.442,OK,141.308,-345.879,-2060.801,OK,82.818,-258.236,-2063.501,Passive Strays,76172728,1736959145.468,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172731,1736959145.51841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172731,1736959145.51841,1,OK,0.8901904,0.1210334,-0.2372891,-0.3696023,30.408,-84.431,-2035.118,0.3774597,3,OK,30.59,-84.903,-2035.032,OK,42.708,13.562,-2023.203,OK,-26.847,-17.427,-2066.147,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172731,1736959145.51841,1,OK,0.9992181,-0.0290493,0.0210924,0.0165645,172.511,-255.304,-2067.44,0.1836649,3,OK,172.612,-255.458,-2067.436,OK,141.294,-345.87,-2060.817,OK,82.803,-258.231,-2063.563,Passive Strays,76172731,1736959145.518,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172734,1736959145.56841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172734,1736959145.56841,1,OK,0.8902052,0.1212839,-0.2370578,-0.369633,30.419,-84.435,-2035.229,0.3752836,3,OK,30.594,-84.91,-2035.147,OK,42.716,13.565,-2023.25,OK,-26.852,-17.428,-2066.202,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172734,1736959145.56841,1,OK,0.999233,-0.0288082,0.0206709,0.016619,172.513,-255.3,-2067.399,0.1830276,3,OK,172.607,-255.46,-2067.393,OK,141.307,-345.873,-2060.846,OK,82.805,-258.235,-2063.598,Passive Strays,76172734,1736959145.568,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
4,Port 0x01: JJH Probe  s/n:3E4C880C,76172737,1736959145.61841,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,3,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Port 0x02: JJH Y femur tracker  s/n:3E4C8801,76172737,1736959145.61841,1,OK,0.8900495,0.1213139,-0.2376667,-0.3696071,30.419,-84.442,-2035.117,0.379307,3,OK,30.608,-84.921,-2035.026,OK,42.739,13.557,-2023.15,OK,-26.833,-17.428,-2066.201,Port 0x03: JJH T tibia tracker  s/n:3E4C8800,76172737,1736959145.61841,1,OK,0.9992083,-0.0293913,0.021116,0.0165242,172.531,-255.312,-2067.417,0.1922017,3,OK,172.637,-255.473,-2067.412,OK,141.309,-345.861,-2060.731,OK,82.818,-258.234,-2063.535,Passive Strays,76172737,1736959145.618,1,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,0,,,,,,,,
