Number of frames: 100
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z,Marker_13 x,Marker_13 y,Marker_13 z
54,,,,181.868621826,48.295078278,-2767.630615234,201.467636108,92.517707825,-2780.136230469,157.465637207,114.423667908,-2770.751220703,67.484329224,-80.147933960,-2692.795410156,62.295047760,-95.477668762,-2681.001708984,48.148273468,-84.883666992,-2690.386474609,132.471694946,29.658361435,-2652.442871094,114.290084839,33.247745514,-2645.517089844,124.366088867,47.918788910,-2653.833984375,103.416778564,136.110534668,-2704.703125000,101.689659119,116.436973572,-2702.058349609,85.628547668,127.291984558,-2706.288085938,
55,,,,181.871704102,48.316089630,-2767.693359375,201.464599609,92.544410706,-2780.197998047,157.462203979,114.440261841,-2770.792724609,67.483352661,-80.149009705,-2692.799560547,62.295753479,-95.479141235,-2681.008789063,48.149021149,-84.886260986,-2690.400878906,132.475402832,29.655916214,-2652.446533203,114.296760559,33.245616913,-2645.527832031,124.371353149,47.916625977,-2653.840820313,103.424148560,136.109069824,-2704.706054688,101.696609497,116.436042786,-2702.069091797,85.635704041,127.290786743,-2706.292968750,
56,,,,181.882705688,48.333335876,-2767.756591797,201.464706421,92.567771912,-2780.237548828,157.466217041,114.458694458,-2770.831542969,67.487098694,-80.150032043,-2692.798339844,62.299495697,-95.478179932,-2681.001953125,48.149593353,-84.887306213,-2690.394531250,132.476654053,29.655162811,-2652.445556641,114.297348022,33.245189667,-2645.529296875,124.368614197,47.916667938,-2653.846435547,103.422195435,136.108459473,-2704.702880859,101.693260193,116.434471130,-2702.066406250,85.632057190,127.290771484,-2706.291503906,
57,,,,181.885086060,48.349773407,-2767.805664063,201.461517334,92.590026855,-2780.268798828,157.462463379,114.472938538,-2770.851318359,67.488098145,-80.149360657,-2692.801269531,62.299934387,-95.477378845,-2681.001953125,48.150096893,-84.886482239,-2690.387207031,132.476852417,29.657648087,-2652.450439453,114.296379089,33.247371674,-2645.518798828,124.369590759,47.917911530,-2653.843505859,103.422882080,136.110488892,-2704.705078125,101.695274353,116.435569763,-2702.062500000,85.637107849,127.291206360,-2706.291992188,
58,,,,181.888565063,48.369274139,-2767.852050781,201.458496094,92.612953186,-2780.302978516,157.457504272,114.489822388,-2770.872070313,67.483222961,-80.148536682,-2692.806152344,62.297256470,-95.478393555,-2681.000000000,48.147235870,-84.886680603,-2690.391357422,132.472274780,29.657356262,-2652.448974609,114.291931152,33.248619080,-2645.521972656,124.365913391,47.918735504,-2653.839355469,103.416610718,136.111068726,-2704.710205078,101.692604065,116.436180115,-2702.068603516,85.630928040,127.291572571,-2706.294921875,
59,,,,181.895584106,48.385375977,-2767.861572266,201.463119507,92.629196167,-2780.322753906,157.455032349,114.501289368,-2770.884521484,67.482139587,-80.148635864,-2692.809814453,62.297714233,-95.478813171,-2681.004882813,48.145675659,-84.887863159,-2690.399902344,132.470947266,29.655376434,-2652.442382813,114.293045044,33.246154785,-2645.535400391,124.366828918,47.917228699,-2653.841552734,103.416473389,136.109497070,-2704.714355469,101.692718506,116.435585022,-2702.070312500,85.634239197,127.291534424,-2706.307617188,
60,,,,181.898757935,48.388530731,-2767.858398438,201.467971802,92.632415771,-2780.312500000,157.461166382,114.504768372,-2770.873779297,67.485198975,-80.149322510,-2692.812744141,62.302047729,-95.480545044,-2681.008789063,48.148887634,-84.887680054,-2690.396240234,132.474014282,29.655797958,-2652.447021484,114.296218872,33.245803833,-2645.532958984,124.369842529,47.917625427,-2653.853027344,103.417961121,136.109313965,-2704.715820313,101.691467285,116.436439514,-2702.073730469,85.632774353,127.290550232,-2706.304931641,
61,,,,181.905273438,48.380718231,-2767.826660156,201.479202271,92.625259399,-2780.268066406,157.470245361,114.498588562,-2770.835937500,67.491409302,-80.148567200,-2692.802490234,62.304336548,-95.480743408,-2680.998046875,48.153179169,-84.886642456,-2690.392333984,132.476257324,29.656568527,-2652.442382813,114.298622131,33.246158600,-2645.527343750,124.373924255,47.918327332,-2653.850341797,103.424804688,136.109710693,-2704.709228516,101.695831299,116.435646057,-2702.066650391,85.639381409,127.292327881,-2706.300048828,
62,,,,181.894348145,48.365890503,-2767.772216797,201.481674194,92.609161377,-2780.209228516,157.470901489,114.486633301,-2770.790039063,67.488052368,-80.148086548,-2692.815185547,62.303016663,-95.478721619,-2680.993896484,48.152523041,-84.886711121,-2690.402343750,132.473754883,29.658138275,-2652.440673828,114.296562195,33.247386932,-2645.526611328,124.367683411,47.919116974,-2653.847167969,103.421447754,136.110061646,-2704.715576172,101.691925049,116.435310364,-2702.059814453,85.633766174,127.292121887,-2706.300292969,
63,,,,181.892410278,48.342655182,-2767.700195313,201.488708496,92.584938049,-2780.136962891,157.476013184,114.468292236,-2770.750488281,67.487228394,-80.148986816,-2692.819335938,62.299922943,-95.479454041,-2680.995117188,48.152725220,-84.887619019,-2690.397216797,132.475494385,29.656757355,-2652.453369141,114.298645020,33.246772766,-2645.531250000,124.368713379,47.918167114,-2653.852783203,103.419021606,136.109542847,-2704.714111328,101.692756653,116.434448242,-2702.061035156,85.633750916,127.291854858,-2706.299804688,
64,,,,181.875152588,48.315525055,-2767.618164063,201.485961914,92.552604675,-2780.066894531,157.473464966,114.444221497,-2770.695800781,67.482971191,-80.148918152,-2692.823486328,62.293251038,-95.481124878,-2681.006103516,48.148666382,-84.886741638,-2690.397460938,132.473114014,29.656278610,-2652.455078125,114.294425964,33.246372223,-2645.530761719,124.368255615,47.917366028,-2653.855468750,103.418037415,136.110931396,-2704.711425781,101.689903259,116.434524536,-2702.071533203,85.630111694,127.292564392,-2706.308105469,
65,,,,181.874313354,48.286502838,-2767.552490234,201.494140625,92.513931274,-2780.004638672,157.483627319,114.419685364,-2770.659179688,67.489593506,-80.147171021,-2692.820068359,62.299446106,-95.478965759,-2680.999755859,48.150440216,-84.884559631,-2690.403564453,132.475280762,29.657981873,-2652.446777344,114.296356201,33.248054504,-2645.530761719,124.369255066,47.920108795,-2653.853027344,103.420310974,136.111145020,-2704.711425781,101.691093445,116.435844421,-2702.072998047,85.633941650,127.293533325,-2706.305908203,
66,,,,181.856307983,48.255290985,-2767.502441406,201.485900879,92.476776123,-2779.945312500,157.478500366,114.391639709,-2770.614257813,67.485389709,-80.145805359,-2692.818359375,62.300556183,-95.477157593,-2680.992919922,48.148963928,-84.883483887,-2690.400634766,132.473983765,29.658992767,-2652.441406250,114.297561646,33.248817444,-2645.526123047,124.369552612,47.921417236,-2653.854003906,103.419387817,136.113601685,-2704.708984375,101.691505432,116.438537598,-2702.068115234,85.635314941,127.296447754,-2706.300781250,
67,,,,181.848419189,48.231536865,-2767.452148438,201.488265991,92.447410583,-2779.903076172,157.482360840,114.370590210,-2770.583496094,67.489242554,-80.146400452,-2692.819580078,62.302375793,-95.477798462,-2680.997802734,48.152172089,-84.884544373,-2690.404785156,132.474731445,29.658277512,-2652.441894531,114.298225403,33.249599457,-2645.517089844,124.370536804,47.920909882,-2653.850341797,103.419708252,136.114181519,-2704.708496094,101.693542480,116.436523438,-2702.065917969,85.631935120,127.295349121,-2706.299804688,
68,,,,181.834808350,48.214900970,-2767.441406250,201.478622437,92.429901123,-2779.897705078,157.476135254,114.356933594,-2770.571289063,67.484870911,-80.146057129,-2692.819335938,62.298038483,-95.479644775,-2681.004394531,48.148250580,-84.884323120,-2690.401611328,132.473236084,29.658674240,-2652.441894531,114.297065735,33.249359131,-2645.525878906,124.369102478,47.920372009,-2653.853759766,103.418220520,136.112792969,-2704.710937500,101.692443848,116.436576843,-2702.073486328,85.633483887,127.295562744,-2706.299072266,
69,,,,181.830535889,48.204807281,-2767.435302734,201.477310181,92.420036316,-2779.896728516,157.473892212,114.347801208,-2770.573974609,67.486061096,-80.146453857,-2692.817871094,62.299007416,-95.479530334,-2681.004150391,48.148944855,-84.884559631,-2690.402099609,132.473587036,29.658754349,-2652.440185547,114.292961121,33.248428345,-2645.524658203,124.364639282,47.920101166,-2653.855712891,103.416290283,136.113159180,-2704.714599609,101.687232971,116.438743591,-2702.069580078,85.628494263,127.295654297,-2706.308105469,
70,,,,181.830764771,48.206111908,-2767.464111328,201.478393555,92.422920227,-2779.917236328,157.476074219,114.349365234,-2770.582275391,67.490051270,-80.146263123,-2692.814697266,62.301708221,-95.478096008,-2680.996337891,48.152301788,-84.883880615,-2690.403808594,132.478134155,29.659297943,-2652.447021484,114.297431946,33.247768402,-2645.520996094,124.370651245,47.919704437,-2653.846679688,103.423973083,136.112411499,-2704.709228516,101.696395874,116.437690735,-2702.064697266,85.635841370,127.294807434,-2706.300292969,
71,,,,181.826873779,48.217407227,-2767.506103516,201.473251343,92.437911987,-2779.956054688,157.469818115,114.361686707,-2770.614990234,67.486419678,-80.146095276,-2692.810546875,62.299522400,-95.479110718,-2681.009521484,48.150554657,-84.885032654,-2690.412841797,132.475570679,29.658233643,-2652.447265625,114.297767639,33.248786926,-2645.529785156,124.369499207,47.919040680,-2653.845703125,103.418731689,136.111648560,-2704.706298828,101.694358826,116.437126160,-2702.070800781,85.634330750,127.294517517,-2706.299316406,
72,,,,181.845031738,48.241729736,-2767.559082031,201.477828979,92.463920593,-2780.005126953,157.476135254,114.381332397,-2770.662353516,67.487731934,-80.148353577,-2692.812255859,62.299583435,-95.480087280,-2681.016113281,48.151786804,-84.885070801,-2690.421630859,132.475448608,29.656608582,-2652.443603516,114.297721863,33.248641968,-2645.532226563,124.370018005,47.919368744,-2653.847412109,103.419807434,136.111999512,-2704.712646484,101.693008423,116.437751770,-2702.068847656,85.634590149,127.294219971,-2706.307617188,
73,,,,181.840408325,48.258422852,-2767.602050781,201.467453003,92.484436035,-2780.056152344,157.465835571,114.396446228,-2770.691650391,67.484848022,-80.147941589,-2692.816162109,62.297725677,-95.479499817,-2681.020263672,48.149261475,-84.884254456,-2690.414550781,132.473464966,29.658391953,-2652.438720703,114.295394897,33.248180389,-2645.535156250,124.368721008,47.920219421,-2653.847656250,103.419921875,136.111862183,-2704.712890625,101.690742493,116.437965393,-2702.072753906,85.632392883,127.292884827,-2706.300537109,
74,,,,181.851806641,48.271438599,-2767.666259766,201.466491699,92.497596741,-2780.108886719,157.464996338,114.407768250,-2770.731689453,67.490135193,-80.147117615,-2692.818115234,62.303863525,-95.479682922,-2681.021728516,48.152236938,-84.884986877,-2690.413818359,132.476989746,29.660129547,-2652.443359375,114.299049377,33.249130249,-2645.533935547,124.370941162,47.920963287,-2653.850585938,103.422508240,136.111450195,-2704.714599609,101.693367004,116.438087463,-2702.075683594,85.636627197,127.294357300,-2706.304931641,
75,,,,181.843917847,48.279186249,-2767.725341797,201.453201294,92.509056091,-2780.174804688,157.454010010,114.412796021,-2770.781494141,67.486434937,-80.146179199,-2692.815185547,62.299156189,-95.478065491,-2681.023193359,48.150169373,-84.885330200,-2690.418701172,132.477203369,29.661304474,-2652.453613281,114.299156189,33.250343323,-2645.527343750,124.370635986,47.922172546,-2653.857421875,103.422271729,136.112701416,-2704.717529297,101.694412231,116.438751221,-2702.072021484,85.635993958,127.295257568,-2706.311279297,
76,,,,181.850326538,48.278442383,-2767.758544922,201.455520630,92.508575439,-2780.212402344,157.459564209,114.411926270,-2770.813476563,67.495552063,-80.147003174,-2692.821044922,62.304874420,-95.477272034,-2681.017333984,48.155597687,-84.885581970,-2690.421142578,132.480590820,29.660514832,-2652.456298828,114.301414490,33.249782562,-2645.523925781,124.371765137,47.921863556,-2653.853759766,103.423248291,136.111755371,-2704.714599609,101.693840027,116.437438965,-2702.067382813,85.637939453,127.293586731,-2706.313720703,
77,,,,181.836929321,48.275096893,-2767.769287109,201.446716309,92.505355835,-2780.219726563,157.449447632,114.412200928,-2770.816894531,67.488250732,-80.147239685,-2692.826904297,62.302890778,-95.478424072,-2681.017822266,48.152538300,-84.885444641,-2690.422363281,132.477401733,29.660951614,-2652.455566406,114.302230835,33.250404358,-2645.530517578,124.373588562,47.921211243,-2653.853515625,103.421966553,136.112594604,-2704.718505859,101.697654724,116.437072754,-2702.072021484,85.637954712,127.294097900,-2706.312744141,
78,,,,181.843200684,48.280845642,-2767.756835938,201.453109741,92.511116028,-2780.220458984,157.455307007,114.415451050,-2770.812255859,67.490592957,-80.146171570,-2692.828613281,62.301830292,-95.477409363,-2681.018310547,48.152313232,-84.884651184,-2690.423583984,132.475173950,29.661048889,-2652.450439453,114.298553467,33.252174377,-2645.535644531,124.371871948,47.921985626,-2653.858154297,103.419960022,136.112121582,-2704.721679688,101.696250916,116.438240051,-2702.085693359,85.631698608,127.294349670,-2706.308105469,
79,,,,181.841690063,48.285629272,-2767.752197266,201.449432373,92.516723633,-2780.201904297,157.452514648,114.420326233,-2770.808349609,67.486099243,-80.144836426,-2692.821289063,62.297618866,-95.477622986,-2681.024169922,48.149234772,-84.884284973,-2690.426513672,132.472488403,29.661806107,-2652.454101563,114.297058105,33.252162933,-2645.536865234,124.370315552,47.922080994,-2653.854980469,103.420959473,136.111663818,-2704.712890625,101.696723938,116.437545776,-2702.078613281,85.632629395,127.294723511,-2706.301757813,
80,,,,181.857330322,48.291275024,-2767.736083984,201.464645386,92.525802612,-2780.165527344,157.463439941,114.424865723,-2770.773925781,67.492195129,-80.146423340,-2692.822021484,62.305213928,-95.478729248,-2681.023437500,48.153648376,-84.884468079,-2690.421630859,132.478363037,29.661975861,-2652.458251953,114.299591064,33.249961853,-2645.530761719,124.372741699,47.922313690,-2653.854003906,103.421516418,136.112365723,-2704.709472656,101.694412231,116.435501099,-2702.066894531,85.634841919,127.292442322,-2706.301757813,
81,,,,181.858276367,48.297290802,-2767.714843750,201.469085693,92.533065796,-2780.143066406,157.463851929,114.430053711,-2770.754394531,67.487663269,-80.145660400,-2692.821044922,62.302452087,-95.478507996,-2681.024169922,48.152278900,-84.883186340,-2690.424316406,132.479568481,29.660923004,-2652.450439453,114.303443909,33.250175476,-2645.533935547,124.375724792,47.921928406,-2653.854736328,103.426284790,136.113098145,-2704.719482422,101.695884705,116.436714172,-2702.066894531,85.642860413,127.293174744,-2706.305419922,
82,,,,181.863098145,48.301055908,-2767.692138672,201.473663330,92.538818359,-2780.133789063,157.469528198,114.433403015,-2770.742919922,67.488578796,-80.145179749,-2692.814453125,62.299472809,-95.477745056,-2681.026123047,48.150772095,-84.885131836,-2690.422119141,132.476364136,29.662530899,-2652.452148438,114.299224854,33.250564575,-2645.535644531,124.369010925,47.921764374,-2653.856933594,103.418769836,136.113647461,-2704.716308594,101.691680908,116.436546326,-2702.068847656,85.633575439,127.294502258,-2706.303710938,
83,,,,181.861053467,48.300891876,-2767.700927734,201.466323853,92.537307739,-2780.134277344,157.465698242,114.433509827,-2770.737792969,67.484901428,-80.145774841,-2692.814453125,62.296894073,-95.477584839,-2681.024414063,48.147174835,-84.885910034,-2690.415527344,132.474014282,29.661926270,-2652.453613281,114.296218872,33.248943329,-2645.524169922,124.367897034,47.922256470,-2653.853759766,103.418235779,136.113632202,-2704.713867188,101.694061279,116.436668396,-2702.072021484,85.634864807,127.293373108,-2706.302246094,
84,,,,181.851608276,48.293991089,-2767.712890625,201.463119507,92.529930115,-2780.152832031,157.461288452,114.430068970,-2770.757568359,67.484672546,-80.146171570,-2692.823242188,62.296203613,-95.478591919,-2681.026123047,48.145751953,-84.883872986,-2690.417968750,132.473739624,29.660633087,-2652.455810547,114.295501709,33.250255585,-2645.526367188,124.367156982,47.921932220,-2653.846191406,103.416473389,136.113708496,-2704.708984375,101.690452576,116.436744690,-2702.068847656,85.631195068,127.294204712,-2706.296875000,
85,,,,181.851989746,48.291786194,-2767.726562500,201.463729858,92.530250549,-2780.166259766,157.461975098,114.429588318,-2770.772949219,67.486511230,-80.146614075,-2692.820068359,62.299468994,-95.478630066,-2681.019775391,48.148216248,-84.884422302,-2690.416015625,132.476165771,29.660287857,-2652.451171875,114.297805786,33.250614166,-2645.527343750,124.370239258,47.921455383,-2653.853271484,103.420417786,136.114715576,-2704.708984375,101.693893433,116.437141418,-2702.067382813,85.636291504,127.294456482,-2706.299072266,
86,,,,181.852996826,48.301845551,-2767.768554688,201.460388184,92.540710449,-2780.194824219,157.463241577,114.437049866,-2770.800537109,67.487976074,-80.147666931,-2692.821777344,62.298995972,-95.478141785,-2681.022460938,48.147991180,-84.885139465,-2690.419921875,132.477340698,29.659902573,-2652.452392578,114.299179077,33.250236511,-2645.529052734,124.369689941,47.921180725,-2653.851806641,103.419708252,136.114151001,-2704.716308594,101.691574097,116.437042236,-2702.071289063,85.633712769,127.293502808,-2706.297119141,
87,,,,181.867172241,48.322746277,-2767.799072266,201.463668823,92.564445496,-2780.221191406,157.464660645,114.457366943,-2770.817626953,67.485916138,-80.148361206,-2692.827392578,62.299072266,-95.478942871,-2681.029785156,48.146034241,-84.884620667,-2690.420166016,132.476257324,29.659185410,-2652.455078125,114.298278809,33.249130249,-2645.533935547,124.369888306,47.920833588,-2653.848876953,103.420646667,136.112625122,-2704.726806641,101.693443298,116.436386108,-2702.072509766,85.638320923,127.293960571,-2706.303955078,
88,,,,181.872817993,48.350700378,-2767.824462891,201.463134766,92.598922729,-2780.247314453,157.460601807,114.480613708,-2770.828857422,67.479827881,-80.147605896,-2692.821533203,62.295063019,-95.478790283,-2681.025390625,48.143913269,-84.884216309,-2690.421875000,132.472000122,29.659999847,-2652.461669922,114.295867920,33.249244690,-2645.534912109,124.367561340,47.921371460,-2653.860107422,103.416450500,136.112976074,-2704.727783203,101.689567566,116.437881470,-2702.078125000,85.632606506,127.295082092,-2706.308593750,
89,,,,181.898330688,48.381782532,-2767.872802734,201.477752686,92.637397766,-2780.275146484,157.468276978,114.504928589,-2770.848388672,67.482261658,-80.148017883,-2692.824462891,62.295562744,-95.479835510,-2681.028076172,48.144195557,-84.884956360,-2690.421386719,132.473602295,29.660703659,-2652.458007813,114.294021606,33.250167847,-2645.531250000,124.369171143,47.920711517,-2653.859375000,103.418594360,136.112136841,-2704.715576172,101.691093445,116.437477112,-2702.078125000,85.634193420,127.296157837,-2706.308837891,
90,,,,181.909881592,48.412086487,-2767.908691406,201.484298706,92.674842834,-2780.297363281,157.474822998,114.533210754,-2770.869628906,67.484855652,-80.148124695,-2692.826416016,62.297077179,-95.480026245,-2681.032226563,48.145133972,-84.885734558,-2690.416259766,132.477035522,29.660076141,-2652.450195313,114.296104431,33.250602722,-2645.532714844,124.370491028,47.919998169,-2653.852294922,103.420639038,136.112136841,-2704.717285156,101.693206787,116.435997009,-2702.074218750,85.634933472,127.294525146,-2706.307617188,
91,,,,181.928497314,48.442157745,-2767.942626953,201.490310669,92.709747314,-2780.328125000,157.475891113,114.558792114,-2770.882080078,67.486564636,-80.147766113,-2692.824218750,62.299533844,-95.479255676,-2681.030761719,48.148937225,-84.886383057,-2690.423583984,132.480453491,29.660257339,-2652.462646484,114.301506042,33.249866486,-2645.539306641,124.374206543,47.920448303,-2653.855224609,103.423095703,136.112045288,-2704.719726563,101.696815491,116.435310364,-2702.073242188,85.639152527,127.293945313,-2706.311523438,
92,,,,181.938537598,48.470973969,-2767.988769531,201.487182617,92.743072510,-2780.385009766,157.472442627,114.582893372,-2770.925537109,67.483955383,-80.146072388,-2692.827880859,62.299926758,-95.479507446,-2681.032958984,48.145931244,-84.885154724,-2690.430664063,132.475982666,29.661569595,-2652.459960938,114.299964905,33.249668121,-2645.539306641,124.373107910,47.922111511,-2653.856689453,103.420951843,136.113494873,-2704.726806641,101.694526672,116.436592102,-2702.072509766,85.633964539,127.294410706,-2706.314208984,
93,,,,181.954010010,48.502624512,-2768.021240234,201.491165161,92.777526855,-2780.427734375,157.473114014,114.608047485,-2770.961425781,67.486267090,-80.145431519,-2692.829833984,62.299919128,-95.477386475,-2681.024414063,48.148750305,-84.882942200,-2690.429687500,132.474456787,29.663370132,-2652.451904297,114.298248291,33.252574921,-2645.531982422,124.370529175,47.923835754,-2653.853027344,103.419738770,136.114898682,-2704.723388672,101.693313599,116.438430786,-2702.072998047,85.631660461,127.295570374,-2706.303710938,
94,,,,181.968307495,48.530094147,-2768.044921875,201.490325928,92.810493469,-2780.455322266,157.473052979,114.630485535,-2770.983642578,67.486015320,-80.144767761,-2692.821777344,62.299526215,-95.477287292,-2681.022216797,48.149929047,-84.882072449,-2690.421630859,132.474472046,29.664009094,-2652.455810547,114.296348572,33.253162384,-2645.527099609,124.370468140,47.924312592,-2653.852050781,103.419715881,136.115768433,-2704.720214844,101.697288513,116.440795898,-2702.076416016,85.634239197,127.296394348,-2706.299560547,
95,,,,181.984283447,48.556728363,-2768.052734375,201.498794556,92.837730408,-2780.478515625,157.476760864,114.649971008,-2770.999023438,67.486686707,-80.145393372,-2692.825195313,62.301818848,-95.477424622,-2681.026367188,48.149673462,-84.882736206,-2690.421142578,132.475875854,29.664175034,-2652.455078125,114.297546387,33.253360748,-2645.531494141,124.371658325,47.925102234,-2653.854492188,103.420600891,136.116378784,-2704.727783203,101.694389343,116.439643860,-2702.079345703,85.636299133,127.296745300,-2706.312988281,
96,,,,181.997848511,48.574909210,-2768.056396484,201.506591797,92.860687256,-2780.499755859,157.480468750,114.664657593,-2770.995361328,67.489761353,-80.145751953,-2692.828613281,62.303779602,-95.476722717,-2681.031005859,48.150871277,-84.882698059,-2690.419677734,132.479400635,29.663095474,-2652.449218750,114.302139282,33.253627777,-2645.534912109,124.375404358,47.924682617,-2653.855957031,103.423759460,136.116058350,-2704.730468750,101.694496155,116.438995361,-2702.075683594,85.638488770,127.295967102,-2706.313720703,
97,,,,181.993286133,48.576145172,-2768.043701172,201.508300781,92.864356995,-2780.474121094,157.482727051,114.667747498,-2770.976074219,67.487541199,-80.143173218,-2692.822021484,62.303802490,-95.475479126,-2681.023681641,48.151264191,-84.882064819,-2690.416992188,132.476928711,29.664106369,-2652.450927734,114.299743652,33.253990173,-2645.534179688,124.374084473,47.925739288,-2653.856689453,103.423889160,136.117187500,-2704.723388672,101.696388245,116.441047668,-2702.080078125,85.637016296,127.297882080,-2706.307861328,
98,,,,181.988754272,48.562854767,-2768.053710938,201.508255005,92.852615356,-2780.444824219,157.482925415,114.659973145,-2770.957763672,67.487518311,-80.144226074,-2692.819335938,62.303745270,-95.475624084,-2681.029541016,48.152305603,-84.882301331,-2690.414794922,132.475860596,29.665153503,-2652.448974609,114.299964905,33.254814148,-2645.537109375,124.371398926,47.926151276,-2653.848876953,103.421180725,136.117568970,-2704.726074219,101.696281433,116.441345215,-2702.082275391,85.634338379,127.298660278,-2706.307128906,
99,,,,181.979675293,48.550334930,-2768.045166016,201.505432129,92.838981628,-2780.430175781,157.481643677,114.651687622,-2770.946044922,67.485336304,-80.145942688,-2692.823974609,62.300384521,-95.476692200,-2681.038085938,48.146968842,-84.884628296,-2690.420410156,132.474761963,29.663829803,-2652.448242188,114.298202515,33.254272461,-2645.531005859,124.370506287,47.924755096,-2653.851562500,103.419242859,136.116714478,-2704.728515625,101.697593689,116.441314697,-2702.077880859,85.634712219,127.298347473,-2706.308105469,
100,,,,181.985183716,48.546436310,-2768.037353516,201.514953613,92.832130432,-2780.422119141,157.489532471,114.646461487,-2770.948730469,67.492141724,-80.146224976,-2692.825683594,62.307060242,-95.477272034,-2681.033447266,48.151893616,-84.884895325,-2690.427490234,132.481369019,29.662424088,-2652.453613281,114.300811768,33.252685547,-2645.526611328,124.374816895,47.923873901,-2653.857910156,103.424583435,136.114395142,-2704.727783203,101.698776245,116.440666199,-2702.080566406,85.638725281,127.295753479,-2706.308837891,
